step=458490, D_t=15.731966, c_t=3.094081, e_P=0.787061, e_R=0.421266, e_P_bar=4.510713, e_R_bar=3.334276
step=5845396, D_t=350.367926, c_t=3.773880, e_P=0.957402, e_R=0.084046, e_P_bar=25.976930, e_R_bar=5.092636
step=5846979, D_t=235.907668, c_t=3.202966, e_P=0.848440, e_R=0.076737, e_P_bar=21.078299, e_R_bar=5.246011
step=5849041, D_t=47.252378, c_t=3.237052, e_P=0.349533, e_R=0.114753, e_P_bar=6.561074, e_R_bar=7.173358
step=5852253, D_t=16.350862, c_t=3.002780, e_P=0.319329, e_R=0.033729, e_P_bar=5.576627, e_R_bar=1.266079
step=5856482, D_t=59.585396, c_t=3.495466, e_P=0.157205, e_R=0.157765, e_P_bar=2.432277, e_R_bar=10.642125
step=5861025, D_t=178.641066, c_t=3.176023, e_P=0.703801, e_R=0.038562, e_P_bar=18.771996, e_R_bar=2.212307
step=5863651, D_t=53.804026, c_t=3.042451, e_P=0.514150, e_R=0.034355, e_P_bar=10.252124, e_R_bar=1.581771
step=5867730, D_t=72.937716, c_t=3.087357, e_P=0.197999, e_R=0.163792, e_P_bar=4.079425, e_R_bar=11.368101
step=5872044, D_t=18.121189, c_t=3.090978, e_P=0.194519, e_R=0.067341, e_P_bar=3.870035, e_R_bar=4.611422
step=5875228, D_t=152.960686, c_t=3.737924, e_P=0.646949, e_R=0.153099, e_P_bar=14.054109, e_R_bar=10.411695
step=5877719, D_t=13.487740, c_t=3.041945, e_P=0.219933, e_R=0.042901, e_P_bar=4.574879, e_R_bar=2.458853
step=5880068, D_t=170.007454, c_t=4.166368, e_P=0.801134, e_R=0.011462, e_P_bar=18.439493, e_R_bar=-0.223914
step=5882277, D_t=47.138526, c_t=3.311236, e_P=0.129999, e_R=0.150957, e_P_bar=1.647946, e_R_bar=9.568768
step=5887067, D_t=87.006179, c_t=3.191244, e_P=0.699095, e_R=0.050597, e_P_bar=13.054680, e_R_bar=1.894121
step=5890176, D_t=61.967269, c_t=3.172249, e_P=0.128174, e_R=0.171354, e_P_bar=2.021473, e_R_bar=10.947519
step=5892054, D_t=12.492465, c_t=3.021142, e_P=0.345391, e_R=0.035626, e_P_bar=4.887698, e_R_bar=1.046586
step=5896960, D_t=14.405349, c_t=3.006558, e_P=0.278124, e_R=0.078575, e_P_bar=4.275567, e_R_bar=3.245031
step=5898031, D_t=104.636120, c_t=3.269407, e_P=0.621927, e_R=0.099239, e_P_bar=13.182737, e_R_bar=5.957154
step=5902557, D_t=405.247180, c_t=5.902895, e_P=0.944497, e_R=0.105374, e_P_bar=27.104331, e_R_bar=8.709167
step=5904413, D_t=177.347119, c_t=3.343623, e_P=1.097324, e_R=0.058068, e_P_bar=18.642616, e_R_bar=2.673410
step=5912110, D_t=49.054569, c_t=3.255965, e_P=0.663877, e_R=0.243872, e_P_bar=7.437936, e_R_bar=6.541120
step=5915027, D_t=259.613127, c_t=5.018701, e_P=1.128449, e_R=0.141124, e_P_bar=21.707207, e_R_bar=6.929892
step=5917115, D_t=31.277043, c_t=3.090281, e_P=0.155110, e_R=0.123570, e_P_bar=2.652810, e_R_bar=7.450952
step=5922118, D_t=100.277846, c_t=3.804317, e_P=0.721556, e_R=0.089476, e_P_bar=13.832051, e_R_bar=3.038100
step=5931042, D_t=45.749707, c_t=3.061688, e_P=0.400833, e_R=0.114453, e_P_bar=7.568488, e_R_bar=5.849565
step=5933065, D_t=55.572198, c_t=3.377191, e_P=0.464906, e_R=0.027491, e_P_bar=10.509964, e_R_bar=0.827680
step=5935035, D_t=54.323477, c_t=3.384933, e_P=0.187281, e_R=0.128217, e_P_bar=3.627731, e_R_bar=9.771720
step=5937096, D_t=22.905450, c_t=3.088587, e_P=0.074038, e_R=0.095165, e_P_bar=0.524654, e_R_bar=6.748010
step=5951035, D_t=20.882197, c_t=3.001635, e_P=0.145480, e_R=0.153985, e_P_bar=1.430227, e_R_bar=6.302289
step=5954026, D_t=53.878779, c_t=3.284193, e_P=0.487352, e_R=0.034829, e_P_bar=10.302909, e_R_bar=1.267920
step=5957028, D_t=7.421141, c_t=3.007383, e_P=0.103521, e_R=0.068963, e_P_bar=1.000334, e_R_bar=3.720432
step=5959192, D_t=19.400736, c_t=3.084199, e_P=0.111073, e_R=0.109681, e_P_bar=1.371129, e_R_bar=6.076305
step=5960427, D_t=145.000097, c_t=3.900804, e_P=0.684763, e_R=0.189515, e_P_bar=13.115017, e_R_bar=10.862621
step=5962060, D_t=57.416151, c_t=3.022531, e_P=0.496514, e_R=0.048699, e_P_bar=10.425160, e_R_bar=2.479586
step=5965629, D_t=28.367434, c_t=3.168614, e_P=0.258571, e_R=0.065354, e_P_bar=6.247884, e_R_bar=4.206996
step=5969031, D_t=14.871988, c_t=3.065955, e_P=0.236865, e_R=0.034739, e_P_bar=5.202370, e_R_bar=1.636865
step=5973209, D_t=38.959540, c_t=3.155259, e_P=0.277621, e_R=0.102627, e_P_bar=5.578646, e_R_bar=6.840891
step=5975028, D_t=131.678105, c_t=3.114580, e_P=0.308486, e_R=0.183592, e_P_bar=6.203755, e_R_bar=14.995654
step=5978023, D_t=20.775842, c_t=3.152147, e_P=0.115368, e_R=0.112468, e_P_bar=1.673256, e_R_bar=6.225102
step=5979045, D_t=32.162000, c_t=3.079703, e_P=0.552117, e_R=0.069338, e_P_bar=7.812432, e_R_bar=1.813809
step=5983020, D_t=43.244251, c_t=3.281296, e_P=0.143184, e_R=0.118942, e_P_bar=2.845657, e_R_bar=8.853854
step=5985058, D_t=43.804861, c_t=3.014019, e_P=0.422763, e_R=0.087391, e_P_bar=7.709590, e_R_bar=5.307725
step=5987051, D_t=16.234617, c_t=3.014954, e_P=0.212805, e_R=0.064776, e_P_bar=3.993550, e_R_bar=4.064578
step=5991537, D_t=26.753639, c_t=3.086030, e_P=0.290326, e_R=0.021803, e_P_bar=7.283360, e_R_bar=0.678188
step=6000017, D_t=87.825537, c_t=3.465962, e_P=0.586857, e_R=0.018130, e_P_bar=13.252636, e_R_bar=0.136792
step=6001054, D_t=73.903935, c_t=3.036383, e_P=0.389988, e_R=0.166568, e_P_bar=7.946743, e_R_bar=9.200932
step=6008004, D_t=160.405106, c_t=3.388524, e_P=0.727428, e_R=0.035733, e_P_bar=17.855481, e_R_bar=1.411382
step=6013022, D_t=40.743181, c_t=3.127707, e_P=0.106576, e_R=0.159669, e_P_bar=1.448254, e_R_bar=8.910046
step=6016011, D_t=142.108850, c_t=3.973586, e_P=0.680777, e_R=0.059851, e_P_bar=16.546053, e_R_bar=3.231999
step=6018021, D_t=8.028475, c_t=3.009301, e_P=0.180379, e_R=0.044725, e_P_bar=3.388104, e_R_bar=2.139556
step=6020044, D_t=29.762346, c_t=3.038001, e_P=0.189482, e_R=0.126691, e_P_bar=2.705402, e_R_bar=7.225337
step=6021139, D_t=41.940849, c_t=3.086258, e_P=0.433012, e_R=0.077431, e_P_bar=8.058436, e_R_bar=4.352391
step=6024335, D_t=29.026315, c_t=3.224481, e_P=0.338807, e_R=0.046760, e_P_bar=7.217809, e_R_bar=2.440465
step=6030040, D_t=66.285642, c_t=3.583396, e_P=0.354452, e_R=0.140263, e_P_bar=8.219403, e_R_bar=8.063046
step=6031764, D_t=315.596904, c_t=3.281115, e_P=1.129755, e_R=0.096786, e_P_bar=24.538211, e_R_bar=5.391662
step=6034013, D_t=19.281569, c_t=3.066057, e_P=0.256519, e_R=0.060987, e_P_bar=5.021755, e_R_bar=3.653096
step=6036054, D_t=122.272152, c_t=3.782738, e_P=0.566859, e_R=0.138533, e_P_bar=11.986448, e_R_bar=10.043375
step=6038025, D_t=106.168115, c_t=3.015829, e_P=0.521465, e_R=0.119918, e_P_bar=11.989871, e_R_bar=8.281257
step=6041011, D_t=39.244863, c_t=3.158959, e_P=0.088835, e_R=0.114949, e_P_bar=1.021423, e_R_bar=8.800365
step=6042018, D_t=620.357706, c_t=7.512373, e_P=0.599484, e_R=0.637137, e_P_bar=8.307414, e_R_bar=34.230137
step=6045090, D_t=9.927032, c_t=3.048494, e_P=0.314585, e_R=0.019516, e_P_bar=4.454860, e_R_bar=0.091044
step=6047022, D_t=38.021379, c_t=3.088843, e_P=0.206078, e_R=0.230158, e_P_bar=3.020517, e_R_bar=8.180418
step=6050030, D_t=54.702145, c_t=3.081253, e_P=0.326253, e_R=0.115331, e_P_bar=7.932361, e_R_bar=6.817766
step=6053860, D_t=255.697805, c_t=3.594319, e_P=0.985794, e_R=0.074202, e_P_bar=22.125663, e_R_bar=4.674469
step=6056041, D_t=112.643192, c_t=3.635996, e_P=0.579322, e_R=0.122995, e_P_bar=12.958597, e_R_bar=7.573714
step=6060022, D_t=96.354929, c_t=3.102766, e_P=0.473371, e_R=0.110072, e_P_bar=11.450671, e_R_bar=7.848057
step=6066043, D_t=28.666309, c_t=3.037191, e_P=0.079622, e_R=0.120321, e_P_bar=0.938099, e_R_bar=7.513494
step=6067903, D_t=154.092969, c_t=3.244248, e_P=0.346914, e_R=0.234911, e_P_bar=5.851617, e_R_bar=16.551269
step=6070080, D_t=23.148602, c_t=3.033830, e_P=0.405616, e_R=0.022042, e_P_bar=6.792554, e_R_bar=0.398017
step=6073050, D_t=19.400789, c_t=3.114005, e_P=0.146841, e_R=0.119711, e_P_bar=2.091880, e_R_bar=5.867335
step=6075034, D_t=58.970402, c_t=3.431232, e_P=0.295150, e_R=0.151274, e_P_bar=5.177475, e_R_bar=9.546442
step=6077030, D_t=26.364411, c_t=3.055590, e_P=0.282860, e_R=0.076346, e_P_bar=5.419932, e_R_bar=4.832510
step=6078063, D_t=134.106504, c_t=4.125344, e_P=0.788815, e_R=0.108857, e_P_bar=14.999393, e_R_bar=6.575045
step=6080038, D_t=132.040489, c_t=3.777292, e_P=0.531823, e_R=0.278982, e_P_bar=8.311826, e_R_bar=13.964044
step=6082009, D_t=128.139267, c_t=3.284700, e_P=0.322374, e_R=0.244703, e_P_bar=5.004872, e_R_bar=15.206242
step=6084021, D_t=11.360691, c_t=3.047105, e_P=0.229140, e_R=0.073080, e_P_bar=3.603253, e_R_bar=3.120568
step=6085072, D_t=91.760562, c_t=3.575617, e_P=0.323790, e_R=0.232098, e_P_bar=4.601968, e_R_bar=12.741390
step=6089050, D_t=42.573008, c_t=3.051763, e_P=0.328234, e_R=0.177079, e_P_bar=4.996600, e_R_bar=7.757577
step=6095059, D_t=20.107718, c_t=3.112074, e_P=0.211040, e_R=0.090726, e_P_bar=4.063474, e_R_bar=4.868636
step=6103030, D_t=32.798249, c_t=3.197799, e_P=0.123676, e_R=0.125139, e_P_bar=1.807433, e_R_bar=7.894915
step=6105946, D_t=13.159105, c_t=3.041432, e_P=0.181159, e_R=0.094576, e_P_bar=2.435154, e_R_bar=4.515333
step=6109041, D_t=162.576961, c_t=3.827105, e_P=0.898901, e_R=0.042866, e_P_bar=17.969222, e_R_bar=1.503650
step=6112063, D_t=52.721101, c_t=3.362997, e_P=0.234589, e_R=0.129996, e_P_bar=4.530951, e_R_bar=9.214808
step=6114018, D_t=208.159278, c_t=4.240678, e_P=0.512447, e_R=0.282922, e_P_bar=10.587297, e_R_bar=17.442125
step=6115592, D_t=8.477012, c_t=3.015909, e_P=0.264025, e_R=0.018622, e_P_bar=4.111703, e_R_bar=0.218921
step=6120099, D_t=54.635554, c_t=3.430469, e_P=0.475438, e_R=0.006183, e_P_bar=10.453282, e_R_bar=-0.690116
step=6123039, D_t=15.457355, c_t=3.003114, e_P=0.174772, e_R=0.117949, e_P_bar=2.037628, e_R_bar=5.173276
step=6124689, D_t=160.056195, c_t=4.390427, e_P=1.013946, e_R=0.173444, e_P_bar=16.084101, e_R_bar=7.836714
step=6144060, D_t=58.688104, c_t=3.275935, e_P=0.519853, e_R=0.258912, e_P_bar=6.219709, e_R_bar=8.870819
step=6149530, D_t=54.458551, c_t=3.289907, e_P=0.523351, e_R=0.222765, e_P_bar=5.652444, e_R_bar=8.773083
step=6157844, D_t=135.132583, c_t=3.443024, e_P=1.257359, e_R=0.149875, e_P_bar=15.885180, e_R_bar=4.233937
step=6162048, D_t=219.420521, c_t=3.411530, e_P=1.220433, e_R=0.060691, e_P_bar=20.905335, e_R_bar=1.344623
step=6164272, D_t=46.210018, c_t=3.102815, e_P=0.520933, e_R=0.009483, e_P_bar=9.613534, e_R_bar=-0.404519
step=6167900, D_t=317.888181, c_t=4.177365, e_P=2.289807, e_R=0.629313, e_P_bar=21.884200, e_R_bar=12.524302
step=6171022, D_t=17.065545, c_t=3.016956, e_P=0.181515, e_R=0.096006, e_P_bar=2.794029, e_R_bar=5.130740
step=6173450, D_t=387.422365, c_t=4.517494, e_P=1.100358, e_R=0.195737, e_P_bar=25.423707, e_R_bar=11.334895
step=6184060, D_t=152.190332, c_t=3.213425, e_P=0.879622, e_R=0.055806, e_P_bar=17.350899, e_R_bar=1.824001
step=6187030, D_t=56.477488, c_t=3.305377, e_P=0.266614, e_R=0.104766, e_P_bar=5.326055, e_R_bar=9.197180
step=6189029, D_t=9.718691, c_t=3.023456, e_P=0.166144, e_R=0.063960, e_P_bar=2.339917, e_R_bar=3.736599
step=6192071, D_t=70.420712, c_t=3.023600, e_P=0.838574, e_R=0.025813, e_P_bar=11.864147, e_R_bar=0.288870
step=6194965, D_t=57.052665, c_t=3.437972, e_P=0.442004, e_R=0.060972, e_P_bar=10.205877, e_R_bar=3.153634
step=6198036, D_t=12.474684, c_t=3.042319, e_P=0.261444, e_R=0.040791, e_P_bar=4.573889, e_R_bar=2.007215
step=6201032, D_t=44.990481, c_t=3.397185, e_P=0.120702, e_R=0.117354, e_P_bar=1.944599, e_R_bar=9.284368
step=6203025, D_t=46.962749, c_t=3.086481, e_P=0.104918, e_R=0.145729, e_P_bar=1.085302, e_R_bar=9.630556
step=6205040, D_t=43.839203, c_t=3.125309, e_P=0.316341, e_R=0.133251, e_P_bar=4.455537, e_R_bar=8.235690
step=6206278, D_t=15.846675, c_t=3.014554, e_P=0.104675, e_R=0.102007, e_P_bar=0.913180, e_R_bar=5.555129
step=6208033, D_t=55.924911, c_t=3.327769, e_P=0.544454, e_R=0.065180, e_P_bar=9.929799, e_R_bar=3.639906
step=6213966, D_t=204.954359, c_t=3.679864, e_P=0.779000, e_R=0.065893, e_P_bar=19.806200, e_R_bar=4.197996
step=6216115, D_t=114.522321, c_t=3.104983, e_P=0.888020, e_R=0.071403, e_P_bar=14.679490, e_R_bar=3.682013
step=6237029, D_t=54.334257, c_t=3.278685, e_P=0.356150, e_R=0.238856, e_P_bar=5.897110, e_R_bar=8.596081
step=6240033, D_t=74.045645, c_t=3.131626, e_P=0.740358, e_R=0.289396, e_P_bar=10.131396, e_R_bar=6.741373
step=6249036, D_t=83.083944, c_t=3.264861, e_P=0.298578, e_R=0.225616, e_P_bar=5.405271, e_R_bar=11.702604
step=6250040, D_t=261.036105, c_t=3.959687, e_P=1.675385, e_R=0.068595, e_P_bar=22.777295, e_R_bar=1.807501
step=6253031, D_t=37.673148, c_t=3.194154, e_P=0.369156, e_R=0.197391, e_P_bar=5.144081, e_R_bar=6.991761
step=6261026, D_t=40.128714, c_t=3.290292, e_P=0.119592, e_R=0.244876, e_P_bar=1.157714, e_R_bar=8.883531
step=6262325, D_t=42.135931, c_t=3.190065, e_P=0.210164, e_R=0.200179, e_P_bar=2.772846, e_R_bar=8.751182
step=6268076, D_t=27.662131, c_t=3.113167, e_P=0.345307, e_R=0.154236, e_P_bar=4.833735, e_R_bar=5.653253
step=6272036, D_t=23.790925, c_t=3.086098, e_P=0.265052, e_R=0.059355, e_P_bar=5.947789, e_R_bar=3.493659
step=6275506, D_t=52.352377, c_t=3.421030, e_P=0.481236, e_R=0.033041, e_P_bar=10.184734, e_R_bar=0.987896
step=6277077, D_t=46.344163, c_t=3.223225, e_P=0.311997, e_R=0.127491, e_P_bar=5.401789, e_R_bar=7.969254
step=6283573, D_t=153.440641, c_t=3.916251, e_P=0.816513, e_R=0.343417, e_P_bar=11.636331, e_R_bar=13.094926
step=6291054, D_t=106.852895, c_t=3.636340, e_P=0.746264, e_R=0.153855, e_P_bar=13.076971, e_R_bar=6.534418
step=6293008, D_t=23.580355, c_t=3.107898, e_P=0.102418, e_R=0.099851, e_P_bar=1.307776, e_R_bar=6.741694
step=6296024, D_t=64.248761, c_t=3.011495, e_P=0.326990, e_R=0.167235, e_P_bar=6.430382, e_R_bar=9.335294
step=6302040, D_t=20.144259, c_t=3.034198, e_P=0.115972, e_R=0.106553, e_P_bar=1.604955, e_R_bar=6.141062
step=6305009, D_t=105.648727, c_t=3.707622, e_P=0.269539, e_R=0.185307, e_P_bar=5.135628, e_R_bar=13.598631
step=6307017, D_t=122.664480, c_t=3.516954, e_P=0.714040, e_R=0.083228, e_P_bar=14.850104, e_R_bar=4.980298
step=6314041, D_t=159.016409, c_t=3.268622, e_P=0.728807, e_R=0.178500, e_P_bar=16.273500, e_R_bar=7.294246
step=6317004, D_t=194.090616, c_t=3.008866, e_P=0.762980, e_R=0.030858, e_P_bar=19.620853, e_R_bar=1.789788
step=6324020, D_t=29.487029, c_t=3.238378, e_P=0.372520, e_R=0.011605, e_P_bar=7.679457, e_R_bar=-0.170224
step=6327036, D_t=13.247453, c_t=3.017733, e_P=0.085964, e_R=0.078666, e_P_bar=1.145967, e_R_bar=5.018134
step=6330018, D_t=19.703306, c_t=3.082742, e_P=0.123346, e_R=0.080090, e_P_bar=2.172901, e_R_bar=5.889407
step=6332032, D_t=26.918713, c_t=3.078371, e_P=0.133408, e_R=0.095276, e_P_bar=2.353488, e_R_bar=6.949714
step=6333857, D_t=311.493110, c_t=3.500569, e_P=1.008951, e_R=0.096874, e_P_bar=24.060036, e_R_bar=6.640851
step=6336024, D_t=28.771622, c_t=3.196075, e_P=0.159317, e_R=0.128659, e_P_bar=2.224413, e_R_bar=7.252257
step=6340439, D_t=286.529265, c_t=3.143250, e_P=0.905036, e_R=0.003724, e_P_bar=23.938641, e_R_bar=-0.723505
step=6343022, D_t=278.629452, c_t=5.255637, e_P=0.866664, e_R=0.160272, e_P_bar=20.441643, e_R_bar=11.806698
step=6353041, D_t=96.357618, c_t=3.467282, e_P=0.371692, e_R=0.231735, e_P_bar=7.447541, e_R_bar=11.715348
step=6354069, D_t=119.278918, c_t=3.117343, e_P=0.215522, e_R=0.226786, e_P_bar=3.276788, e_R_bar=15.093724
step=6362782, D_t=28.516898, c_t=3.010570, e_P=0.353638, e_R=0.048249, e_P_bar=7.462696, e_R_bar=1.158432
step=6364016, D_t=224.604322, c_t=3.731048, e_P=0.779975, e_R=0.147851, e_P_bar=18.825068, e_R_bar=9.737837
step=6369024, D_t=176.232041, c_t=4.580156, e_P=0.455804, e_R=0.510509, e_P_bar=8.319644, e_R_bar=16.829962
step=6377053, D_t=182.380695, c_t=4.457214, e_P=0.852454, e_R=0.043329, e_P_bar=19.078963, e_R_bar=0.868659
step=6384020, D_t=10.218874, c_t=3.012106, e_P=0.216779, e_R=0.108934, e_P_bar=3.178641, e_R_bar=3.214652
step=6388828, D_t=229.838569, c_t=3.055360, e_P=0.924560, e_R=0.143442, e_P_bar=20.545499, e_R_bar=6.128590
step=6392406, D_t=146.570101, c_t=3.827093, e_P=0.789808, e_R=0.062846, e_P_bar=16.634155, e_R_bar=4.055254
step=6396030, D_t=28.157045, c_t=3.107207, e_P=0.336422, e_R=0.077820, e_P_bar=6.473880, e_R_bar=3.795125
step=6399729, D_t=400.710449, c_t=4.695317, e_P=1.109058, e_R=0.126592, e_P_bar=26.714426, e_R_bar=9.368049
step=6407031, D_t=69.020794, c_t=3.139061, e_P=0.221095, e_R=0.290960, e_P_bar=3.044659, e_R_bar=11.347759
step=6410027, D_t=114.162690, c_t=4.087520, e_P=0.916091, e_R=0.237028, e_P_bar=13.854669, e_R_bar=6.031047
step=6420036, D_t=32.783896, c_t=3.152637, e_P=0.368839, e_R=0.034349, e_P_bar=8.021051, e_R_bar=1.109296
step=6421501, D_t=208.281194, c_t=3.532811, e_P=1.005192, e_R=0.044272, e_P_bar=20.307077, e_R_bar=2.045726
step=6425052, D_t=32.616108, c_t=3.168194, e_P=0.260313, e_R=0.113133, e_P_bar=4.646957, e_R_bar=6.605907
step=6427967, D_t=72.874578, c_t=3.435226, e_P=0.781117, e_R=0.193877, e_P_bar=10.749706, e_R_bar=5.494814
step=6433023, D_t=12.441600, c_t=3.007513, e_P=0.370595, e_R=0.145021, e_P_bar=4.017982, e_R_bar=2.956183
step=6438054, D_t=62.543187, c_t=3.036766, e_P=0.604827, e_R=0.016742, e_P_bar=11.184195, e_R_bar=0.012346
step=6446048, D_t=68.914443, c_t=3.552743, e_P=0.444087, e_R=0.213655, e_P_bar=7.558200, e_R_bar=8.983457
step=6452387, D_t=350.535199, c_t=3.870851, e_P=1.078887, e_R=0.042425, e_P_bar=26.430930, e_R_bar=1.573637
step=6459180, D_t=135.228378, c_t=3.810318, e_P=0.458530, e_R=0.349476, e_P_bar=6.963184, e_R_bar=14.898685
step=6461824, D_t=100.673790, c_t=3.067540, e_P=1.432364, e_R=0.573318, e_P_bar=11.738484, e_R_bar=7.972175
step=6468302, D_t=153.496709, c_t=3.894079, e_P=0.489272, e_R=0.518852, e_P_bar=7.096892, e_R_bar=16.019599
step=6472386, D_t=12.788994, c_t=3.037722, e_P=0.332524, e_R=0.556973, e_P_bar=1.312566, e_R_bar=4.884174
step=6474567, D_t=427.848181, c_t=7.029899, e_P=2.055406, e_R=0.430323, e_P_bar=27.488674, e_R_bar=10.003458
step=6482403, D_t=660.097930, c_t=8.330163, e_P=1.468179, e_R=0.222916, e_P_bar=35.380868, e_R_bar=8.269828
step=6490037, D_t=13.273559, c_t=3.043226, e_P=0.232100, e_R=0.123661, e_P_bar=3.005830, e_R_bar=4.184747
step=6493767, D_t=176.257446, c_t=3.060700, e_P=0.691381, e_R=0.107376, e_P_bar=16.970330, e_R_bar=8.032607
step=6497030, D_t=20.401464, c_t=3.076387, e_P=0.081290, e_R=0.095225, e_P_bar=0.752110, e_R_bar=6.343285
step=6504130, D_t=110.120076, c_t=3.223287, e_P=0.388506, e_R=0.299862, e_P_bar=6.467784, e_R_bar=13.356943
step=6511092, D_t=126.171953, c_t=3.408713, e_P=0.481980, e_R=0.376752, e_P_bar=6.747684, e_R_bar=14.380983
step=6514038, D_t=16.279295, c_t=3.003758, e_P=0.250309, e_R=0.072504, e_P_bar=4.228728, e_R_bar=3.830986
step=6515628, D_t=80.576861, c_t=3.000439, e_P=0.206537, e_R=0.221114, e_P_bar=3.205740, e_R_bar=12.283198
step=6519020, D_t=97.921998, c_t=3.259625, e_P=0.314876, e_R=0.207364, e_P_bar=4.831436, e_R_bar=13.133972
step=6522028, D_t=190.733617, c_t=3.429445, e_P=0.590453, e_R=0.232199, e_P_bar=11.400841, e_R_bar=15.858375
step=6525241, D_t=90.611163, c_t=3.305854, e_P=0.355745, e_R=0.235732, e_P_bar=4.964382, e_R_bar=12.513083
step=6536837, D_t=280.297491, c_t=3.413343, e_P=1.225081, e_R=0.094801, e_P_bar=23.299920, e_R_bar=4.208173
step=6554526, D_t=478.927943, c_t=7.211525, e_P=1.948791, e_R=0.038503, e_P_bar=30.942765, e_R_bar=0.633411
step=6556505, D_t=56.579457, c_t=3.000586, e_P=0.349078, e_R=0.230835, e_P_bar=4.547856, e_R_bar=9.616440
step=6560421, D_t=365.458394, c_t=3.962207, e_P=1.327878, e_R=0.171773, e_P_bar=25.522954, e_R_bar=8.916031
step=6563204, D_t=254.860932, c_t=3.161665, e_P=1.215466, e_R=0.116757, e_P_bar=21.981956, e_R_bar=5.149319
step=6566443, D_t=85.540494, c_t=3.508392, e_P=0.481549, e_R=0.253052, e_P_bar=6.707429, e_R_bar=11.229042
step=6569231, D_t=181.768388, c_t=3.854785, e_P=0.829438, e_R=0.267828, e_P_bar=12.018991, e_R_bar=14.801373
step=6571866, D_t=199.279983, c_t=3.028847, e_P=1.365560, e_R=0.776172, e_P_bar=11.770348, e_R_bar=16.125101
step=6591688, D_t=260.186747, c_t=3.909907, e_P=1.118152, e_R=0.559471, e_P_bar=14.243415, e_R_bar=17.818491
step=6598338, D_t=113.402865, c_t=3.251851, e_P=1.164999, e_R=0.254795, e_P_bar=13.300371, e_R_bar=7.064408
step=6600074, D_t=23.678754, c_t=3.036826, e_P=0.192785, e_R=0.139813, e_P_bar=1.784512, e_R_bar=6.646279
step=6601339, D_t=41.634013, c_t=3.334932, e_P=0.412563, e_R=0.176701, e_P_bar=4.996297, e_R_bar=7.635774
step=6608049, D_t=35.969660, c_t=3.220382, e_P=0.093202, e_R=0.128601, e_P_bar=0.866737, e_R_bar=8.437303
step=6636031, D_t=24.240523, c_t=3.186269, e_P=0.312670, e_R=0.163009, e_P_bar=3.793692, e_R_bar=5.838574
step=6642031, D_t=10.541697, c_t=3.014079, e_P=0.128575, e_R=0.075661, e_P_bar=2.071971, e_R_bar=4.097601
step=6650077, D_t=103.174688, c_t=3.688971, e_P=1.007535, e_R=0.126941, e_P_bar=13.766657, e_R_bar=4.102259
step=6658089, D_t=33.020178, c_t=3.065356, e_P=0.236281, e_R=0.214399, e_P_bar=2.052617, e_R_bar=7.863022
step=6661023, D_t=139.756674, c_t=3.092006, e_P=0.643415, e_R=0.139112, e_P_bar=14.269259, e_R_bar=8.712152
step=6663063, D_t=41.259101, c_t=3.070659, e_P=0.250464, e_R=0.110745, e_P_bar=4.608739, e_R_bar=7.828009
step=6668031, D_t=86.332023, c_t=3.002810, e_P=0.658744, e_R=0.062514, e_P_bar=12.726655, e_R_bar=3.270518
step=6673314, D_t=257.526250, c_t=4.929113, e_P=0.713653, e_R=0.278610, e_P_bar=13.990196, e_R_bar=17.869721
step=6678079, D_t=15.069357, c_t=3.091774, e_P=0.440479, e_R=0.157652, e_P_bar=4.205991, e_R_bar=3.528223
step=6680879, D_t=237.686192, c_t=3.549042, e_P=1.043335, e_R=0.523116, e_P_bar=14.166053, e_R_bar=16.573935
step=6685025, D_t=55.057050, c_t=3.045040, e_P=0.206888, e_R=0.213585, e_P_bar=2.305203, e_R_bar=10.237194
step=6687981, D_t=182.470683, c_t=3.518000, e_P=0.815790, e_R=0.177006, e_P_bar=14.682115, e_R_bar=12.221983
step=6690341, D_t=372.956582, c_t=4.811537, e_P=1.179267, e_R=0.079384, e_P_bar=26.929180, e_R_bar=4.553286
step=6694095, D_t=140.300708, c_t=3.345178, e_P=0.792636, e_R=0.100963, e_P_bar=15.055423, e_R_bar=7.344090
step=6697027, D_t=79.337165, c_t=3.351107, e_P=0.556879, e_R=0.105710, e_P_bar=10.292832, e_R_bar=7.261676
step=6700055, D_t=52.693850, c_t=3.356045, e_P=0.100321, e_R=0.157267, e_P_bar=0.699053, e_R_bar=10.242023
step=6702076, D_t=113.852460, c_t=3.840000, e_P=0.566099, e_R=0.561083, e_P_bar=4.956476, e_R_bar=14.252658
step=6712013, D_t=104.989746, c_t=3.401611, e_P=0.527502, e_R=0.243467, e_P_bar=8.922974, e_R_bar=11.417531
step=6718022, D_t=189.738336, c_t=3.180187, e_P=0.863121, e_R=0.165900, e_P_bar=16.460015, e_R_bar=10.418473
step=6729734, D_t=148.188640, c_t=4.342243, e_P=0.172505, e_R=0.360016, e_P_bar=2.359974, e_R_bar=17.053088
step=6750027, D_t=125.372537, c_t=3.351246, e_P=0.307729, e_R=0.335290, e_P_bar=4.048817, e_R_bar=15.308565
step=6762028, D_t=40.849287, c_t=3.154403, e_P=0.461878, e_R=0.087058, e_P_bar=8.258040, e_R_bar=3.674691
step=6764167, D_t=10.327095, c_t=3.042512, e_P=0.544693, e_R=0.101307, e_P_bar=4.263805, e_R_bar=1.572945
step=6767840, D_t=79.496561, c_t=3.315970, e_P=0.610695, e_R=0.216035, e_P_bar=10.085985, e_R_bar=7.567432
